index_[thr: 50],img_path,H4W_pve,OSX_pve,l32_pve,H20_pve
3529,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_archviz_5_10_cam02_00162_ann_id_136518.png,274.5726178902072,271.45229336514,49.477308687037294,113.18605075658998
3532,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_archviz_5_10_cam02_00162_ann_id_136521.png,259.9975144708287,255.3792300996337,60.12515686199569,106.2386813580884
3533,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_archviz_5_10_cam02_00162_ann_id_136522.png,464.3048170122927,236.1654936552957,71.62174425225672,106.018156764613
3550,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_archviz_5_10_cam02_00166_ann_id_136542.png,283.14799609485254,280.45540872496264,54.52094859841932,85.93326857341744
3604,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_archviz_5_10_cam02_00173_ann_id_136603.png,290.8221302940992,304.7972952505121,127.40577394600612,184.8027092838485
3611,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_archviz_5_10_cam02_00174_ann_id_136610.png,425.6723733192154,429.13686587844046,53.323741971369024,110.81176090384976
3639,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_archviz_5_10_cam02_00178_ann_id_136641.png,462.8487809648069,422.2154565948082,130.88237025418368,168.34061260981477
3647,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_archviz_5_10_cam02_00179_ann_id_136649.png,244.06992070416544,248.79070699143483,40.84791575386794,68.47258504458881
3663,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_archviz_5_10_cam02_00181_ann_id_136667.png,373.57385658458907,333.5907397361451,78.90808392760765,110.61383286350048
3674,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_archviz_5_10_cam02_00183_ann_id_136679.png,176.49246994155712,183.71939543408905,48.24163036723602,74.47772999897879
3700,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_archviz_5_10_cam02_00187_ann_id_136712.png,266.9003847374149,221.4618365012643,49.73091809514167,75.29617356458994
3708,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_archviz_5_10_cam02_00188_ann_id_136720.png,336.8600385194712,306.0605044598434,66.11018298195192,95.30122028202508
